,rating,agent_type,misinformation_type,rebuttal_type,rating_score
5385,somewhat helpful,neutral,False Causality,Missing Mechanism 2,1
5386,somewhat helpful,neutral,False Causality,No Need to Address,1
5387,helpful,neutral,False Causality,Negative Effect due to y,2
5388,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 1,1
5389,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 2,1
5390,somewhat helpful,neutral,Equivocation,Mitigation,1
5391,somewhat helpful,neutral,Equivocation,Alternative,1
5392,somewhat helpful,neutral,Equivocation,No Evidence,1
5393,somewhat helpful,neutral,Equivocation,Another True Cause,1
5394,helpful,neutral,Equivocation,Missing Mechanism 1,2
5395,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
5396,somewhat helpful,neutral,Equivocation,No Need to Address,1
5397,helpful,neutral,Equivocation,Negative Effect due to y,2
5398,helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,2
5399,helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,2
5400,somewhat helpful,neutral,Ad Populum,Mitigation,1
5401,somewhat helpful,neutral,Ad Populum,Alternative,1
5402,somewhat helpful,neutral,Ad Populum,No Evidence,1
5403,somewhat helpful,neutral,Ad Populum,Another True Cause,1
5404,helpful,neutral,Ad Populum,Missing Mechanism 1,2
5405,helpful,neutral,Ad Populum,Missing Mechanism 2,2
5406,somewhat helpful,neutral,Ad Populum,No Need to Address,1
5407,somewhat helpful,neutral,Ad Populum,Negative Effect due to y,1
5408,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 1,1
5409,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 2,1
5410,helpful,neutral,Circular Claim,Mitigation,2
5411,helpful,neutral,Circular Claim,Alternative,2
5412,helpful,neutral,Circular Claim,No Evidence,2
5413,helpful,neutral,Circular Claim,Another True Cause,2
5414,helpful,neutral,Circular Claim,Missing Mechanism 1,2
5415,helpful,neutral,Circular Claim,Missing Mechanism 2,2
5416,helpful,neutral,Circular Claim,No Need to Address,2
5417,helpful,neutral,Circular Claim,Negative Effect due to y,2
5418,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 1,2
5419,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 2,2
5420,helpful,neutral,False Causality,Mitigation,2
5421,somewhat helpful,neutral,False Causality,Alternative,1
5422,somewhat helpful,neutral,False Causality,No Evidence,1
5423,helpful,neutral,False Causality,Another True Cause,2
5424,helpful,neutral,False Causality,Missing Mechanism 1,2
5425,somewhat helpful,neutral,False Causality,Missing Mechanism 2,1
5426,helpful,neutral,False Causality,No Need to Address,2
5427,somewhat helpful,neutral,False Causality,Negative Effect due to y,1
5428,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 1,1
5429,helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 2,2
5430,somewhat helpful,neutral,Fallacy of Credibility,Mitigation,1
5431,somewhat helpful,neutral,Fallacy of Credibility,Alternative,1
5432,somewhat helpful,neutral,Fallacy of Credibility,No Evidence,1
5433,somewhat helpful,neutral,Fallacy of Credibility,Another True Cause,1
5434,somewhat helpful,neutral,Fallacy of Credibility,Missing Mechanism 1,1
5435,somewhat helpful,neutral,Fallacy of Credibility,Missing Mechanism 2,1
5436,somewhat helpful,neutral,Fallacy of Credibility,No Need to Address,1
5437,somewhat helpful,neutral,Fallacy of Credibility,Negative Effect due to y,1
5438,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
5439,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
5440,somewhat helpful,neutral,Deductive Fallacy,Mitigation,1
5441,somewhat helpful,neutral,Deductive Fallacy,Alternative,1
5442,somewhat helpful,neutral,Deductive Fallacy,No Evidence,1
5443,somewhat helpful,neutral,Deductive Fallacy,Another True Cause,1
5444,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 1,1
5445,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 2,1
5446,somewhat helpful,neutral,Deductive Fallacy,No Need to Address,1
5447,somewhat helpful,neutral,Deductive Fallacy,Negative Effect due to y,1
5448,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
5449,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,1
5450,somewhat helpful,neutral,Fallacy of Relevance,Mitigation,1
5451,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
5452,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
5453,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
5454,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
5455,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
5456,helpful,neutral,Fallacy of Relevance,No Need to Address,2
5457,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
5458,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
5459,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
5460,somewhat helpful,neutral,Circular Claim,Mitigation,1
5461,somewhat helpful,neutral,Circular Claim,Alternative,1
5462,helpful,neutral,Circular Claim,No Evidence,2
5463,helpful,neutral,Circular Claim,Another True Cause,2
5464,somewhat helpful,neutral,Circular Claim,Missing Mechanism 1,1
5465,helpful,neutral,Circular Claim,Missing Mechanism 2,2
5466,helpful,neutral,Circular Claim,No Need to Address,2
5467,helpful,neutral,Circular Claim,Negative Effect due to y,2
5468,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 1,2
5469,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 2,2
5470,somewhat helpful,neutral,Appeal to Emotion,Mitigation,1
5471,somewhat helpful,neutral,Appeal to Emotion,Alternative,1
5472,somewhat helpful,neutral,Appeal to Emotion,No Evidence,1
5473,somewhat helpful,neutral,Appeal to Emotion,Another True Cause,1
5474,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 1,1
5475,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 2,1
5476,somewhat helpful,neutral,Appeal to Emotion,No Need to Address,1
5477,somewhat helpful,neutral,Appeal to Emotion,Negative Effect due to y,1
5478,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
5479,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,1
5480,somewhat helpful,neutral,Ad Hominem,Mitigation,1
5481,somewhat helpful,neutral,Ad Hominem,Alternative,1
5482,somewhat helpful,neutral,Ad Hominem,No Evidence,1
5483,somewhat helpful,neutral,Ad Hominem,Another True Cause,1
5484,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
5485,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
5486,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
5487,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
5488,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
5489,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
5490,helpful,neutral,Fallacy of Relevance,Mitigation,2
5491,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
5492,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
5493,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
5494,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
5495,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
5496,somewhat helpful,neutral,Fallacy of Relevance,No Need to Address,1
5497,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
5498,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
5499,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
5500,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
5501,somewhat helpful,neutral,Faulty Generalization,Alternative,1
5502,helpful,neutral,Faulty Generalization,No Evidence,2
5503,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
5504,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
5505,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
5506,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
5507,helpful,neutral,Faulty Generalization,Negative Effect due to y,2
5508,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
5509,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
5510,somewhat helpful,neutral,Equivocation,Mitigation,1
5511,somewhat helpful,neutral,Equivocation,Alternative,1
5512,somewhat helpful,neutral,Equivocation,No Evidence,1
5513,somewhat helpful,neutral,Equivocation,Another True Cause,1
5514,helpful,neutral,Equivocation,Missing Mechanism 1,2
5515,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
5516,somewhat helpful,neutral,Equivocation,No Need to Address,1
5517,somewhat helpful,neutral,Equivocation,Negative Effect due to y,1
5518,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,1
5519,helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,2
5520,somewhat helpful,neutral,Ad Populum,Mitigation,1
5521,somewhat helpful,neutral,Ad Populum,Alternative,1
5522,helpful,neutral,Ad Populum,No Evidence,2
5523,somewhat helpful,neutral,Ad Populum,Another True Cause,1
5524,somewhat helpful,neutral,Ad Populum,Missing Mechanism 1,1
5525,somewhat helpful,neutral,Ad Populum,Missing Mechanism 2,1
5526,somewhat helpful,neutral,Ad Populum,No Need to Address,1
5527,somewhat helpful,neutral,Ad Populum,Negative Effect due to y,1
5528,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 1,1
5529,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 2,1
5530,somewhat helpful,neutral,Circular Claim,Mitigation,1
5531,somewhat helpful,neutral,Circular Claim,Alternative,1
5532,somewhat helpful,neutral,Circular Claim,No Evidence,1
5533,helpful,neutral,Circular Claim,Another True Cause,2
5534,helpful,neutral,Circular Claim,Missing Mechanism 1,2
5535,somewhat helpful,neutral,Circular Claim,Missing Mechanism 2,1
5536,somewhat helpful,neutral,Circular Claim,No Need to Address,1
5537,somewhat helpful,neutral,Circular Claim,Negative Effect due to y,1
5538,somewhat helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 1,1
5539,somewhat helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 2,1
5540,somewhat helpful,neutral,False Causality,Mitigation,1
5541,somewhat helpful,neutral,False Causality,Alternative,1
5542,somewhat helpful,neutral,False Causality,No Evidence,1
5543,somewhat helpful,neutral,False Causality,Another True Cause,1
5544,somewhat helpful,neutral,False Causality,Missing Mechanism 1,1
5545,somewhat helpful,neutral,False Causality,Missing Mechanism 2,1
5546,somewhat helpful,neutral,False Causality,No Need to Address,1
5547,somewhat helpful,neutral,False Causality,Negative Effect due to y,1
5548,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 1,1
5549,helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 2,2
5550,somewhat helpful,neutral,Equivocation,Mitigation,1
5551,somewhat helpful,neutral,Equivocation,Alternative,1
5552,helpful,neutral,Equivocation,No Evidence,2
5553,somewhat helpful,neutral,Equivocation,Another True Cause,1
5554,somewhat helpful,neutral,Equivocation,Missing Mechanism 1,1
5555,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
5556,somewhat helpful,neutral,Equivocation,No Need to Address,1
5557,somewhat helpful,neutral,Equivocation,Negative Effect due to y,1
5558,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,1
5559,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,1
5560,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
5561,somewhat helpful,neutral,Faulty Generalization,Alternative,1
5562,somewhat helpful,neutral,Faulty Generalization,No Evidence,1
5563,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
5564,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
5565,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
5566,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
5567,helpful,neutral,Faulty Generalization,Negative Effect due to y,2
5568,helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,2
5569,helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,2
5570,somewhat helpful,neutral,Fallacy of Credibility,Mitigation,1
5571,somewhat helpful,neutral,Fallacy of Credibility,Alternative,1
5572,helpful,neutral,Fallacy of Credibility,No Evidence,2
5573,helpful,neutral,Fallacy of Credibility,Another True Cause,2
5574,helpful,neutral,Fallacy of Credibility,Missing Mechanism 1,2
5575,helpful,neutral,Fallacy of Credibility,Missing Mechanism 2,2
5576,helpful,neutral,Fallacy of Credibility,No Need to Address,2
5577,helpful,neutral,Fallacy of Credibility,Negative Effect due to y,2
5578,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
5579,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
5580,somewhat helpful,neutral,Ad Hominem,Mitigation,1
5581,somewhat helpful,neutral,Ad Hominem,Alternative,1
5582,somewhat helpful,neutral,Ad Hominem,No Evidence,1
5583,somewhat helpful,neutral,Ad Hominem,Another True Cause,1
5584,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
5585,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
5586,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
5587,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
5588,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
5589,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
5590,somewhat helpful,neutral,Intentional Fallacy,Mitigation,1
5591,somewhat helpful,neutral,Intentional Fallacy,Alternative,1
5592,somewhat helpful,neutral,Intentional Fallacy,No Evidence,1
5593,somewhat helpful,neutral,Intentional Fallacy,Another True Cause,1
5594,helpful,neutral,Intentional Fallacy,Missing Mechanism 1,2
5595,somewhat helpful,neutral,Intentional Fallacy,Missing Mechanism 2,1
5596,helpful,neutral,Intentional Fallacy,No Need to Address,2
5597,helpful,neutral,Intentional Fallacy,Negative Effect due to y,2
5598,helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,2
5599,somewhat helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,1
5600,somewhat helpful,neutral,Appeal to Emotion,Mitigation,1
5601,somewhat helpful,neutral,Appeal to Emotion,Alternative,1
5602,somewhat helpful,neutral,Appeal to Emotion,No Evidence,1
5603,somewhat helpful,neutral,Appeal to Emotion,Another True Cause,1
5604,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 1,1
5605,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 2,1
5606,somewhat helpful,neutral,Appeal to Emotion,No Need to Address,1
5607,helpful,neutral,Appeal to Emotion,Negative Effect due to y,2
5608,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
5609,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,1
5610,somewhat helpful,neutral,Fallacy of Relevance,Mitigation,1
5611,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
5612,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
5613,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
5614,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
5615,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
5616,somewhat helpful,neutral,Fallacy of Relevance,No Need to Address,1
5617,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
5618,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
5619,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
5620,helpful,neutral,Intentional Fallacy,Mitigation,2
5621,helpful,neutral,Intentional Fallacy,Alternative,2
5622,helpful,neutral,Intentional Fallacy,No Evidence,2
5623,somewhat helpful,neutral,Intentional Fallacy,Another True Cause,1
5624,helpful,neutral,Intentional Fallacy,Missing Mechanism 1,2
5625,helpful,neutral,Intentional Fallacy,Missing Mechanism 2,2
5626,helpful,neutral,Intentional Fallacy,No Need to Address,2
5627,helpful,neutral,Intentional Fallacy,Negative Effect due to y,2
5628,helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,2
5629,helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,2
5630,somewhat helpful,neutral,False Dilemma,Mitigation,1
5631,somewhat helpful,neutral,False Dilemma,Alternative,1
5632,somewhat helpful,neutral,False Dilemma,No Evidence,1
5633,somewhat helpful,neutral,False Dilemma,Another True Cause,1
5634,helpful,neutral,False Dilemma,Missing Mechanism 1,2
5635,somewhat helpful,neutral,False Dilemma,Missing Mechanism 2,1
5636,somewhat helpful,neutral,False Dilemma,No Need to Address,1
5637,helpful,neutral,False Dilemma,Negative Effect due to y,2
5638,somewhat helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 1,1
5639,helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 2,2
5640,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
5641,somewhat helpful,neutral,Faulty Generalization,Alternative,1
5642,somewhat helpful,neutral,Faulty Generalization,No Evidence,1
5643,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
5644,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
5645,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
5646,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
5647,somewhat helpful,neutral,Faulty Generalization,Negative Effect due to y,1
5648,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
5649,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
5650,somewhat helpful,neutral,Deductive Fallacy,Mitigation,1
5651,somewhat helpful,neutral,Deductive Fallacy,Alternative,1
5652,helpful,neutral,Deductive Fallacy,No Evidence,2
5653,helpful,neutral,Deductive Fallacy,Another True Cause,2
5654,helpful,neutral,Deductive Fallacy,Missing Mechanism 1,2
5655,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 2,1
5656,helpful,neutral,Deductive Fallacy,No Need to Address,2
5657,somewhat helpful,neutral,Deductive Fallacy,Negative Effect due to y,1
5658,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
5659,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,1
5660,somewhat helpful,neutral,Ad Populum,Mitigation,1
5661,somewhat helpful,neutral,Ad Populum,Alternative,1
5662,somewhat helpful,neutral,Ad Populum,No Evidence,1
5663,somewhat helpful,neutral,Ad Populum,Another True Cause,1
5664,somewhat helpful,neutral,Ad Populum,Missing Mechanism 1,1
5665,somewhat helpful,neutral,Ad Populum,Missing Mechanism 2,1
5666,somewhat helpful,neutral,Ad Populum,No Need to Address,1
5667,somewhat helpful,neutral,Ad Populum,Negative Effect due to y,1
5668,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 1,1
5669,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 2,1
5670,somewhat helpful,neutral,Appeal to Emotion,Mitigation,1
5671,somewhat helpful,neutral,Appeal to Emotion,Alternative,1
5672,somewhat helpful,neutral,Appeal to Emotion,No Evidence,1
5673,somewhat helpful,neutral,Appeal to Emotion,Another True Cause,1
5674,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 1,1
5675,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 2,1
5676,somewhat helpful,neutral,Appeal to Emotion,No Need to Address,1
5677,somewhat helpful,neutral,Appeal to Emotion,Negative Effect due to y,1
5678,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
5679,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,1
5680,somewhat helpful,neutral,Ad Hominem,Mitigation,1
5681,somewhat helpful,neutral,Ad Hominem,Alternative,1
5682,helpful,neutral,Ad Hominem,No Evidence,2
5683,somewhat helpful,neutral,Ad Hominem,Another True Cause,1
5684,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
5685,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
5686,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
5687,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
5688,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
5689,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
5690,helpful,neutral,Fallacy of Extension,Mitigation,2
5691,somewhat helpful,neutral,Fallacy of Extension,Alternative,1
5692,helpful,neutral,Fallacy of Extension,No Evidence,2
5693,helpful,neutral,Fallacy of Extension,Another True Cause,2
5694,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 1,1
5695,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 2,1
5696,helpful,neutral,Fallacy of Extension,No Need to Address,2
5697,helpful,neutral,Fallacy of Extension,Negative Effect due to y,2
5698,somewhat helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
5699,somewhat helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,1
5700,somewhat helpful,neutral,Fallacy of Credibility,Mitigation,1
5701,somewhat helpful,neutral,Fallacy of Credibility,Alternative,1
5702,helpful,neutral,Fallacy of Credibility,No Evidence,2
5703,somewhat helpful,neutral,Fallacy of Credibility,Another True Cause,1
5704,helpful,neutral,Fallacy of Credibility,Missing Mechanism 1,2
5705,helpful,neutral,Fallacy of Credibility,Missing Mechanism 2,2
5706,helpful,neutral,Fallacy of Credibility,No Need to Address,2
5707,helpful,neutral,Fallacy of Credibility,Negative Effect due to y,2
5708,helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,2
5709,helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,2
5710,somewhat helpful,neutral,Fallacy of Extension,Mitigation,1
5711,somewhat helpful,neutral,Fallacy of Extension,Alternative,1
5712,somewhat helpful,neutral,Fallacy of Extension,No Evidence,1
5713,somewhat helpful,neutral,Fallacy of Extension,Another True Cause,1
5714,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 1,1
5715,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 2,1
5716,helpful,neutral,Fallacy of Extension,No Need to Address,2
5717,helpful,neutral,Fallacy of Extension,Negative Effect due to y,2
5718,somewhat helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
5719,somewhat helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,1
5720,somewhat helpful,neutral,Intentional Fallacy,Mitigation,1
5721,somewhat helpful,neutral,Intentional Fallacy,Alternative,1
5722,somewhat helpful,neutral,Intentional Fallacy,No Evidence,1
5723,somewhat helpful,neutral,Intentional Fallacy,Another True Cause,1
5724,somewhat helpful,neutral,Intentional Fallacy,Missing Mechanism 1,1
5725,somewhat helpful,neutral,Intentional Fallacy,Missing Mechanism 2,1
5726,somewhat helpful,neutral,Intentional Fallacy,No Need to Address,1
5727,somewhat helpful,neutral,Intentional Fallacy,Negative Effect due to y,1
5728,somewhat helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,1
5729,somewhat helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,1
5730,somewhat helpful,neutral,Deductive Fallacy,Mitigation,1
5731,helpful,neutral,Deductive Fallacy,Alternative,2
5732,somewhat helpful,neutral,Deductive Fallacy,No Evidence,1
5733,somewhat helpful,neutral,Deductive Fallacy,Another True Cause,1
5734,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 1,1
5735,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 2,1
5736,somewhat helpful,neutral,Deductive Fallacy,No Need to Address,1
5737,helpful,neutral,Deductive Fallacy,Negative Effect due to y,2
5738,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
5739,helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,2
5740,somewhat helpful,neutral,False Dilemma,Mitigation,1
5741,somewhat helpful,neutral,False Dilemma,Alternative,1
5742,somewhat helpful,neutral,False Dilemma,No Evidence,1
5743,somewhat helpful,neutral,False Dilemma,Another True Cause,1
5744,somewhat helpful,neutral,False Dilemma,Missing Mechanism 1,1
5745,somewhat helpful,neutral,False Dilemma,Missing Mechanism 2,1
5746,helpful,neutral,False Dilemma,No Need to Address,2
5747,somewhat helpful,neutral,False Dilemma,Negative Effect due to y,1
5748,somewhat helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 1,1
5749,somewhat helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 2,1
5750,somewhat helpful,neutral,Fallacy of Extension,Mitigation,1
5751,somewhat helpful,neutral,Fallacy of Extension,Alternative,1
5752,somewhat helpful,neutral,Fallacy of Extension,No Evidence,1
5753,somewhat helpful,neutral,Fallacy of Extension,Another True Cause,1
5754,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 1,1
5755,somewhat helpful,neutral,Fallacy of Extension,Missing Mechanism 2,1
5756,somewhat helpful,neutral,Fallacy of Extension,No Need to Address,1
5757,somewhat helpful,neutral,Fallacy of Extension,Negative Effect due to y,1
5758,somewhat helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
5759,somewhat helpful,neutral,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,1
5760,helpful,neutral,False Dilemma,Mitigation,2
5761,somewhat helpful,neutral,False Dilemma,Alternative,1
5762,helpful,neutral,False Dilemma,No Evidence,2
5763,helpful,neutral,False Dilemma,Another True Cause,2
5764,helpful,neutral,False Dilemma,Missing Mechanism 1,2
5765,somewhat helpful,neutral,False Dilemma,Missing Mechanism 2,1
5766,somewhat helpful,neutral,False Dilemma,No Need to Address,1
5767,somewhat helpful,neutral,False Dilemma,Negative Effect due to y,1
5768,somewhat helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 1,1
5769,somewhat helpful,neutral,False Dilemma,Positive Effects of a Different Perspective from y 2,1
5770,somewhat helpful,neutral,False Causality,Mitigation,1
5771,somewhat helpful,neutral,False Causality,Alternative,1
5772,helpful,neutral,False Causality,No Evidence,2
5773,somewhat helpful,neutral,False Causality,Another True Cause,1
5774,somewhat helpful,neutral,False Causality,Missing Mechanism 1,1
5775,somewhat helpful,neutral,False Causality,Missing Mechanism 2,1
5776,helpful,neutral,False Causality,No Need to Address,2
5777,helpful,neutral,False Causality,Negative Effect due to y,2
5778,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 1,1
5779,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 2,1
5780,somewhat helpful,neutral,Equivocation,Mitigation,1
5781,somewhat helpful,neutral,Equivocation,Alternative,1
5782,somewhat helpful,neutral,Equivocation,No Evidence,1
5783,somewhat helpful,neutral,Equivocation,Another True Cause,1
5784,helpful,neutral,Equivocation,Missing Mechanism 1,2
5785,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
5786,somewhat helpful,neutral,Equivocation,No Need to Address,1
5787,helpful,neutral,Equivocation,Negative Effect due to y,2
5788,helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,2
